"Group","Year","pcrGDP","src_pcrGDP","sd_src_pcrGDP","theta"
"F",1990,1.0298119269284,-1.58400262370203,3.17716634642657,2.88148372971866
"F",1991,1.01706269390435,-1.2457429263816,3.18044751695551,2.86496713931952
"F",1992,0.981653516345772,-3.54356286569554,3.18907502497478,2.79559629197543
"F",1993,0.974038012926123,-0.778808088935869,3.19087441796634,2.77982138332067
"F",1994,0.976017014627752,0.202968875551012,3.19040238233522,2.78418309924555
"F",1995,1.00761998585622,3.18663601097521,3.18273852195961,2.84665380963621
"F",1996,1.04791924350485,3.92154247963815,3.17227257865691,2.88596737003928
"F",1997,1.07818928968242,2.84765252641333,3.16352457943551,2.82030999111641
"F",1998,1.09061062456619,1.1454694938758,3.160370648209,2.77440105739674
"F",1999,1.10617874279037,1.41737565602674,3.15682123916835,2.70451941490302
"F",2000,1.12055833651796,1.29155738694526,3.15375533450255,2.64219540527134
"F",2001,1.15739754798944,3.23469157666928,3.14651733654216,2.50607677689213
"F",2002,1.16598826329489,0.739503048813206,3.14491310468318,2.47878757458783
"F",2003,1.18695800105225,1.78247104759355,3.14113813817639,2.4155805605598
"F",2004,1.21629718690374,2.4417418239901,3.13608190588749,2.33726372259648
"F",2005,1.27031282794229,4.34520405441627,3.12782533707508,2.20851148746513
"F",2006,1.32840165979468,4.47132686359073,3.11932524149338,2.09789301876807
"F",2007,1.40371725632574,5.51474409509677,3.10860840019436,1.97831802726337
"F",2008,1.45734406677843,3.74917458063871,3.10096235486383,1.90679593451192
"F",2009,1.50310663369771,3.09184087454649,3.09499786283387,1.85285560679923
"F",2010,1.57335348888843,4.56752660899339,3.08638438430108,1.78128694683541
"F",2011,1.63170059837381,3.64134612513844,3.0791946604415,1.73430451302825
"F",2012,1.63766596398433,0.364925261014348,3.07844820356994,1.72977842910478
"F",2013,1.69411228456749,3.38868422782122,3.07162475258755,1.68824316376553
"F",2014,1.74825420380412,3.1458814456098,3.06558711207974,1.65112528178048
"F",2015,1.79588003428121,2.68774794145102,3.06069290704357,1.62040817452064
"F",2016,1.83749441573167,2.29077414508229,3.05689657266366,1.59376117519451
"F",2017,1.8890351767586,2.76632971977897,3.0528068370041,1.55998558849849
"F",2018,1.93282609917338,2.29170217242477,3.04968229368303,1.53111396249068
"F",2019,1.96625140069242,1.71456557928282,3.04753951914653,1.50688056866739
"F",2020,1.92816216666961,-1.95615837631553,3.04999321061841,1.53459938588379
"G",1961,0.945344805116919,-7.43933383491873,3.19721929765383,2.71382909883203
