MODEL,SCENARIO,CLIMATE_METRIC,CLIMATE_VALUE,CLIMATE,BUDGET_2100,BUDGET_2050,OVERSHOOT,NEGATIVE_EMISSION,POLICY,TECHNOLOGY,BASELINE,Baseline Scenario
MESSAGE V.4,EMF27-Base-NucOff,Forcing (MAGICC6),7.3155323949145,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
MESSAGE V.4,LIMITS-Base,Forcing (MAGICC6),7.341686895305,Category 7,Category 7,Category 7,O1,N1,P0,T0,LIMITS-Base,Baseline
MiniCAM_EMF22,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),7.0869440806746,Category 7,Category 7,Category 6,O1,N1,P0,T0,EMF22 Reference,Baseline
POLES AMPERE,AMPERE2-Base-Conv-OPT,Carbon Budget 2100,6118310.42,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
POLES AMPERE,AMPERE2-Base-EERE-OPT,Carbon Budget 2100,3996388.56,Category 6,Category 6,Category 6,N/A,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
POLES AMPERE,AMPERE2-Base-FullTech-OPT,Carbon Budget 2100,5517922.92,Category 7,Category 7,Category 7,N/A,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
POLES AMPERE,AMPERE2-Base-LimBio-OPT,Carbon Budget 2100,5701889.24,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
POLES AMPERE,AMPERE2-Base-LimSW-OPT,Carbon Budget 2100,5926663.61,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
POLES AMPERE,AMPERE2-Base-LowEI-OPT,Carbon Budget 2100,3811197.98,Category 6,Category 6,Category 6,N/A,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
POLES AMPERE,AMPERE2-Base-NucOff-OPT,Carbon Budget 2100,5851403.45,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
POLES AMPERE,AMPERE3-Base,Carbon Budget 2100,5591835.7,Category 7,Category 7,Category 7,N/A,N1,P0,T0,AMPERE3-Base,Baseline
POLES EMF27,EMF27-Base-Conv,Carbon Budget 2100,6162916.34,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-Conv,Baseline
POLES EMF27,EMF27-Base-EERE,Carbon Budget 2100,4166464.63,Category 6,Category 6,Category 6,N/A,N1,P0,T3,EMF27-Base-EERE,Baseline
POLES EMF27,EMF27-Base-FullTech,Carbon Budget 2100,5592440.66,Category 7,Category 7,Category 7,N/A,N1,P0,T0,EMF27-Base-FullTech,Baseline
POLES EMF27,EMF27-Base-LimBio,Carbon Budget 2100,5757156.12,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-LimBio,Baseline
POLES EMF27,EMF27-Base-LimSW,Carbon Budget 2100,5980838.41,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-LimSW,Baseline
POLES EMF27,EMF27-Base-LimTech,Carbon Budget 2100,6101299.64,Category 7,Category 7,Category 7,N/A,N1,P0,T3,EMF27-Base-LimTech,Baseline
POLES EMF27,EMF27-Base-LowEI,Carbon Budget 2100,3830937.62,Category 6,Category 6,Category 6,N/A,N1,P0,T0,EMF27-Base-LowEI,Baseline
POLES EMF27,EMF27-Base-NucOff,Carbon Budget 2100,5941145.26,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-NucOff,Baseline
POLES-AME,AME Reference,Carbon Budget 2050,1641254.5,Category 6,N/A,Category 6,N/A,N/A,P0,T0,AME Reference,Baseline
Phoenix 2012.4,AME Reference,Carbon Budget 2050,1732155.2010732,Category 6,N/A,Category 6,N/A,N/A,P0,T1,AME Reference,Baseline
Phoenix 2012.4,EMF27-Base-Conv,Carbon Budget 2050,1741312.5973088,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-Conv,Baseline
Phoenix 2012.4,EMF27-Base-EERE,Carbon Budget 2050,1359024.5776528,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P0,T3,EMF27-Base-EERE,Baseline
Phoenix 2012.4,EMF27-Base-FullTech,Carbon Budget 2050,1741312.5973088,Category 6,N/A,Category 6,N/A,N/A,P0,T1,EMF27-Base-FullTech,Baseline
Phoenix 2012.4,EMF27-Base-LimBio,Carbon Budget 2050,1741312.5973088,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimBio,Baseline
Phoenix 2012.4,EMF27-Base-LimSW,Carbon Budget 2050,1741312.5973088,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimSW,Baseline
Phoenix 2012.4,EMF27-Base-LimTech,Carbon Budget 2050,1780800.5792427,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimTech,Baseline
Phoenix 2012.4,EMF27-Base-LowEI,Carbon Budget 2050,1327444.0646582,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P0,T1,EMF27-Base-LowEI,Baseline
Phoenix 2012.4,EMF27-Base-NucOff,Carbon Budget 2050,1779987.7756912,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-NucOff,Baseline
REMIND 1.1,baseline,Carbon Budget 2100,4371655.8865833,Category 6,Category 6,Category 6,N/A,N1,P0,T0,baseline,Baseline
REMIND 1.1,baselinebiomax,Carbon Budget 2100,4245773.93185,Category 6,Category 6,Category 6,N/A,N1,P0,T0,baselinebiomax,Baseline
REMIND 1.1,baselinebiomin,Carbon Budget 2100,4503071.9943,Category 6,Category 6,Category 6,N/A,N1,P0,T2,baselinebiomin,Baseline
REMIND 1.2,Baseline,Carbon Budget 2100,6149228.063,Category 7,Category 7,Category 7,N/A,N1,P0,T0,Baseline,Baseline
REMIND 1.3,AME Reference,Forcing Kyoto Gases (MAGICC6),7.6929819961735,Category 7,Category 7,Category 7,O1,N1,P0,T0,AME Reference,Baseline
REMIND 1.4,ROSE BAU DEF,Forcing (MAGICC6),7.2800565618853,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU DEF,Baseline
REMIND 1.4,ROSE BAU FS Gr,Forcing (MAGICC6),7.5586673520678,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU FS Gr,Baseline
REMIND 1.4,ROSE BAU FS Gr SL Con,Forcing (MAGICC6),7.3329935839589,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU FS Gr SL Con,Baseline
REMIND 1.4,ROSE BAU HI Coal,Forcing (MAGICC6),7.7049722206068,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Coal,Baseline
REMIND 1.4,ROSE BAU HI Fos,Forcing (MAGICC6),7.6686710442471,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Fos,Baseline
REMIND 1.4,ROSE BAU HI Gas,Forcing (MAGICC6),7.5741546540715,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Gas,Baseline
REMIND 1.4,ROSE BAU HI Pop,Forcing (MAGICC6),7.0560352671977,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Pop,Baseline
REMIND 1.4,ROSE BAU LO Fos,Forcing (MAGICC6),6.4079268737332,Category 6,Category 6,Category 6,O1,N1,P0,T0,ROSE BAU LO Fos,Baseline
REMIND 1.4,ROSE BAU LO Oil,Forcing (MAGICC6),8.0145346430469,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU LO Oil,Baseline
REMIND 1.4,ROSE BAU SL Gr,Forcing (MAGICC6),6.955410837269,Category 7,Category 6,Category 7,O1,N1,P0,T0,ROSE BAU SL Gr,Baseline
REMIND 1.5,AMPERE2-Base-Conv-OPT,Forcing (MAGICC6),7.6005885392186,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
REMIND 1.5,AMPERE2-Base-EERE-OPT,Forcing (MAGICC6),6.833865248081,Category 7,Category 6,Category 6,O1,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
REMIND 1.5,AMPERE2-Base-FullTech-OPT,Forcing (MAGICC6),7.5642685475361,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
REMIND 1.5,AMPERE2-Base-LimBio-OPT,Forcing (MAGICC6),7.5985452774952,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
REMIND 1.5,AMPERE2-Base-LimSW-OPT,Forcing (MAGICC6),7.5633593763245,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
REMIND 1.5,AMPERE2-Base-LowEI-OPT,Forcing (MAGICC6),6.8262893956241,Category 7,Category 6,Category 6,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
REMIND 1.5,AMPERE2-Base-NucOff-OPT,Forcing (MAGICC6),7.6302170617012,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
REMIND 1.5,AMPERE3-Base,Forcing (MAGICC6),7.645845032723,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
REMIND 1.5,EMF27-Base-Conv,Forcing (MAGICC6),7.571128319917,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
REMIND 1.5,EMF27-Base-EERE,Forcing (MAGICC6),6.8433572324501,Category 7,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
REMIND 1.5,EMF27-Base-FullTech,Forcing (MAGICC6),7.6060218229714,Category 7,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
REMIND 1.5,EMF27-Base-LimBio,Forcing (MAGICC6),7.6209406659862,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
REMIND 1.5,EMF27-Base-LimSW,Forcing (MAGICC6),7.5399276247263,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
REMIND 1.5,EMF27-Base-LimTech,Forcing (MAGICC6),7.6132790477584,Category 7,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
REMIND 1.5,EMF27-Base-LowEI,Forcing (MAGICC6),6.8182300552188,Category 7,Category 6,Category 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
REMIND 1.5,EMF27-Base-NucOff,Forcing (MAGICC6),7.6131070204077,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
REMIND 1.5,LIMITS-Base,Forcing (MAGICC6),7.6070674399723,Category 7,Category 7,Category 7,O1,N1,P0,T0,LIMITS-Base,Baseline
SGM_EMF22,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),7.3149318273508,Category 7,Category 6,Category 6,O1,N1,P0,T1,EMF22 Reference,Baseline
TIAM-ECN,LIMITS-Base,Forcing Kyoto Gases (MAGICC6),6.6852172521679,Category 6,Category 6,Category 6,O1,N1,P0,T0,LIMITS-Base,Baseline
TIAM-WORLD 2012.2,EMF27-Base-Conv,Forcing Kyoto Gases (MAGICC6),7.1524573413001,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
TIAM-WORLD 2012.2,EMF27-Base-EERE,Forcing Kyoto Gases (MAGICC6),6.1177985635512,Category 6,Category 6,Category 5 - 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
TIAM-WORLD 2012.2,EMF27-Base-FullTech,Forcing Kyoto Gases (MAGICC6),7.0065767532614,Category 7,Category 7,Category 6,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
TIAM-WORLD 2012.2,EMF27-Base-LimBio,Forcing Kyoto Gases (MAGICC6),7.0063189278178,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
TIAM-WORLD 2012.2,EMF27-Base-LimSW,Forcing Kyoto Gases (MAGICC6),7.1522926647725,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
TIAM-WORLD 2012.2,EMF27-Base-LimTech,Forcing Kyoto Gases (MAGICC6),7.2504964236372,Category 7,Category 7,Category 6,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
TIAM-WORLD 2012.2,EMF27-Base-LowEI,Forcing Kyoto Gases (MAGICC6),5.9649269014523,Category 6,Category 6,Category 4 - 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
TIAM-WORLD 2012.2,EMF27-Base-NucOff,Forcing Kyoto Gases (MAGICC6),7.1154695167054,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
TIAM-World_2007_version,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),7.4681905165739,Category 7,Category 6,Category 6,O1,N1,P0,T0,EMF22 Reference,Baseline
TIAM-World_Mar2012,AME Reference,Forcing Kyoto Gases (MAGICC6),7.1752026063813,Category 7,Category 7,Category 6,O1,N1,P0,T0,AME Reference,Baseline
TIMES-VTT-2011,AME Reference,Forcing Kyoto Gases (MAGICC6),6.9311625018005,Category 6,Category 6,Category 6,O1,N1,P0,T0,AME Reference,Baseline
WITCH_AME,AME Reference,Forcing Kyoto Gases (MAGICC6),7.2042928293267,Category 7,Category 7,Category 6,O1,N1,P0,T0,AME Reference,Baseline
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,Forcing Kyoto Gases (MAGICC6),7.9404632219921,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,Forcing Kyoto Gases (MAGICC6),6.7629067292899,Category 6,Category 6,Category 6,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,Forcing Kyoto Gases (MAGICC6),7.8947598253934,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
WITCH_AMPERE,AMPERE3-Base,Forcing Kyoto Gases (MAGICC6),7.9416461373166,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
WITCH_EMF22,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),7.4560175254823,Category 7,Category 7,Category 7,O1,N1,P0,T1,EMF22 Reference,Baseline
WITCH_EMF27,EMF27-Base-Conv,Forcing Kyoto Gases (MAGICC6),7.9911237483656,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
WITCH_EMF27,EMF27-Base-EERE,Forcing Kyoto Gases (MAGICC6),6.7651513290596,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
WITCH_EMF27,EMF27-Base-FullTech,Forcing Kyoto Gases (MAGICC6),7.9230334871099,Category 7,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
WITCH_EMF27,EMF27-Base-LimBio,Forcing Kyoto Gases (MAGICC6),7.9721916921971,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
WITCH_EMF27,EMF27-Base-LimSW,Forcing Kyoto Gases (MAGICC6),7.9383510871621,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
WITCH_EMF27,EMF27-Base-LimTech,Forcing Kyoto Gases (MAGICC6),7.9503378187086,Category 7,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
WITCH_EMF27,EMF27-Base-LowEI,Forcing Kyoto Gases (MAGICC6),6.7699253766663,Category 6,Category 6,Category 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
WITCH_EMF27,EMF27-Base-NucOff,Forcing Kyoto Gases (MAGICC6),7.8831325949561,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
WITCH_LIMITS,LIMITS-Base,Forcing Kyoto Gases (MAGICC6),7.9378023761965,Category 7,Category 7,Category 7,O1,N1,P0,T0,LIMITS-Base,Baseline
WITCH_ROSE,ROSE BAU DEF,Forcing Kyoto Gases (MAGICC6),7.4305978705724,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU DEF,Baseline
WITCH_ROSE,ROSE BAU FS Gr,Forcing Kyoto Gases (MAGICC6),7.772075220279,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU FS Gr,Baseline
WITCH_ROSE,ROSE BAU FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),7.5002314029878,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU FS Gr SL Con,Baseline
WITCH_ROSE,ROSE BAU HI Coal,Forcing Kyoto Gases (MAGICC6),7.0160342560753,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Coal,Baseline
WITCH_ROSE,ROSE BAU HI Fos,Forcing Kyoto Gases (MAGICC6),7.606202215769,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Fos,Baseline
WITCH_ROSE,ROSE BAU HI Gas,Forcing Kyoto Gases (MAGICC6),7.4481961175025,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU HI Gas,Baseline
WITCH_ROSE,ROSE BAU HI Pop,Forcing Kyoto Gases (MAGICC6),7.2581532201399,Category 7,Category 7,Category 6,O1,N1,P0,T0,ROSE BAU HI Pop,Baseline
WITCH_ROSE,ROSE BAU LO Fos,Forcing Kyoto Gases (MAGICC6),6.7334665733845,Category 6,Category 6,Category 6,O1,N1,P0,T0,ROSE BAU LO Fos,Baseline
WITCH_ROSE,ROSE BAU LO Oil,Forcing Kyoto Gases (MAGICC6),7.062801969728,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU LO Oil,Baseline
WITCH_ROSE,ROSE BAU LO Oil HI Gas,Forcing Kyoto Gases (MAGICC6),7.0491096330929,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU LO Oil HI Gas,Baseline
WITCH_ROSE,ROSE BAU SL Gr,Forcing Kyoto Gases (MAGICC6),7.1145989561445,Category 7,Category 7,Category 7,O1,N1,P0,T0,ROSE BAU SL Gr,Baseline
WITCH_ROSE,ROSE BAU SL Gr SL Con,Forcing Kyoto Gases (MAGICC6),6.8864573171513,Category 6,Category 6,Category 6,O1,N1,P0,T0,ROSE BAU SL Gr SL Con,Baseline
WorldScan2,AMPERE3-Base,Carbon Budget 2050,1899908.2482757,Category 6,N/A,Category 6,N/A,N/A,P0,T1,AMPERE3-Base,Baseline
iPETS_1.2.0,AME Reference,Carbon Budget 2050,1683770.9859589,Category 6,N/A,Category 6,N/A,N/A,P0,T1,AME Reference,Baseline
AIM-Enduse 12.1,EMF27-450-Conv,Carbon Budget 2050,1102523.1582284,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T2,EMF27-Base-Conv,Policy
AIM-Enduse 12.1,EMF27-450-EERE,Carbon Budget 2050,1103752.1346892,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-EERE,Policy
AIM-Enduse 12.1,EMF27-450-FullTech,Carbon Budget 2050,1072236.1265989,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T0,EMF27-Base-FullTech,Policy
AIM-Enduse 12.1,EMF27-450-LimBio,Carbon Budget 2050,1099345.5624425,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T2,EMF27-Base-LimBio,Policy
AIM-Enduse 12.1,EMF27-450-LimSW,Carbon Budget 2050,1101569.4113275,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T2,EMF27-Base-LimSW,Policy
AIM-Enduse 12.1,EMF27-450-LowEI,Carbon Budget 2050,1097450.0375428,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T0,EMF27-Base-LowEI,Policy
AIM-Enduse 12.1,EMF27-450-NoCCS,Carbon Budget 2050,1106634.8324663,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-FullTech,Policy
AIM-Enduse 12.1,EMF27-450-NucOff,Carbon Budget 2050,1100728.4597783,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T2,EMF27-Base-NucOff,Policy
AIM-Enduse 12.1,EMF27-550-Conv,Carbon Budget 2050,1449091.3991523,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T2,EMF27-Base-Conv,Policy
AIM-Enduse 12.1,EMF27-550-EERE,Carbon Budget 2050,1434510.2666733,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P1,T3,EMF27-Base-EERE,Policy
AIM-Enduse 12.1,EMF27-550-FullTech,Carbon Budget 2050,1448267.4330973,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T0,EMF27-Base-FullTech,Policy
AIM-Enduse 12.1,EMF27-550-LimBio,Carbon Budget 2050,1448279.7343532,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T2,EMF27-Base-LimBio,Policy
AIM-Enduse 12.1,EMF27-550-LimSW,Carbon Budget 2050,1449095.4985239,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T2,EMF27-Base-LimSW,Policy
AIM-Enduse 12.1,EMF27-550-LimTech,Carbon Budget 2050,1461419.4529633,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P1,T3,EMF27-Base-LimTech,Policy
AIM-Enduse 12.1,EMF27-550-LowEI,Carbon Budget 2050,1414752.9315105,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T0,EMF27-Base-LowEI,Policy
AIM-Enduse 12.1,EMF27-550-NoCCS,Carbon Budget 2050,1455224.426368,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P1,T3,EMF27-Base-FullTech,Policy
AIM-Enduse 12.1,EMF27-550-NucOff,Carbon Budget 2050,1452785.0466805,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T2,EMF27-Base-NucOff,Policy
AIM-Enduse 12.1,EMF27-FP-EERE,Carbon Budget 2050,1448460.288665,Category 4 - 5,N/A,Category 4 - 5,N/A,N/A,P6,T3,EMF27-Base-EERE,Policy
AIM-Enduse 12.1,EMF27-FP-FullTech,Carbon Budget 2050,1480109.6202743,Category 4 - 6,N/A,Category 4 - 6,N/A,N/A,P6,T0,EMF27-Base-FullTech,Policy
AIM-Enduse 12.1,EMF27-G8-EERE,N/A,,N/A,N/A,N/A,N/A,N/A,P7,T3,EMF27-Base-EERE,Policy
AIM-Enduse 12.1,EMF27-G8-FullTech,N/A,,N/A,N/A,N/A,N/A,N/A,P7,T0,EMF27-Base-FullTech,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-450,Carbon Budget 2050,1180313.8043255,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P1,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-500,Carbon Budget 2050,1454520.3551073,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol,Carbon Budget 2050,1718611.3405941,Category 6,N/A,Category 6,N/A,N/A,P6,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450,Carbon Budget 2050,1160386.0454995,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P2,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450-EE,Carbon Budget 2050,1159686.681187,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P2,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450-PC,Carbon Budget 2050,1160299.2490255,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P2,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-500,Carbon Budget 2050,1433740.5143947,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P2,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol2030-500,N/A,,N/A,N/A,N/A,N/A,N/A,P3,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol,Carbon Budget 2050,1581619.4834534,Category 4 - 6,N/A,Category 4 - 6,N/A,N/A,P6,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-450,Carbon Budget 2050,1158110.8228473,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P2,T0,LIMITS-Base,Policy
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-500,Carbon Budget 2050,1431188.8614724,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P2,T0,LIMITS-Base,Policy
BET 1.5,EMF27-450-Conv,Carbon Budget 2100,1042351.9564342,Category 2,Category 2,Category 1,N/A,N1,P1,T2,EMF27-Base-Conv,Policy
BET 1.5,EMF27-450-FullTech,Carbon Budget 2100,1045336.1244139,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-FullTech,Policy
BET 1.5,EMF27-450-LimBio,Carbon Budget 2100,1042335.1763389,Category 2,Category 2,Category 1,N/A,N1,P1,T2,EMF27-Base-LimBio,Policy
BET 1.5,EMF27-450-LimSW,Carbon Budget 2100,1045277.2432081,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-LimSW,Policy
BET 1.5,EMF27-450-LowEI,Carbon Budget 2100,1047202.6844096,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-LowEI,Policy
BET 1.5,EMF27-450-NucOff,Carbon Budget 2100,1045806.0292101,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-NucOff,Policy
BET 1.5,EMF27-550-Conv,Carbon Budget 2100,1794475.1857236,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-Conv,Policy
BET 1.5,EMF27-550-EERE,Carbon Budget 2100,1798738.8195506,Category 3,Category 3,Category 3 - 4,N/A,N1,P1,T3,EMF27-Base-EERE,Policy
BET 1.5,EMF27-550-FullTech,Carbon Budget 2100,1814161.3595907,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T0,EMF27-Base-FullTech,Policy
BET 1.5,EMF27-550-LimBio,Carbon Budget 2100,1795126.0033857,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T2,EMF27-Base-LimBio,Policy
BET 1.5,EMF27-550-LimSW,Carbon Budget 2100,1814932.2919805,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T2,EMF27-Base-LimSW,Policy
BET 1.5,EMF27-550-LimTech,Carbon Budget 2100,1794236.7090477,Category 3,Category 3,Category 2,N/A,N1,P1,T3,EMF27-Base-LimTech,Policy
BET 1.5,EMF27-550-LowEI,Carbon Budget 2100,1824193.562202,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T0,EMF27-Base-LowEI,Policy
BET 1.5,EMF27-550-NoCCS,Carbon Budget 2100,1793687.6973667,Category 3,Category 3,Category 2,N/A,N1,P1,T3,EMF27-Base-FullTech,Policy
BET 1.5,EMF27-550-NucOff,Carbon Budget 2100,1812542.0435815,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T2,EMF27-Base-NucOff,Policy
DNE21 V.11,AME 2.6 W/m2 OS,Carbon Budget 2050,1176294.7875308,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P1,T0,AME Reference,Policy
DNE21 V.11,AME 3.7 W/m2 NTE,Carbon Budget 2050,1372422.5875308,Category 3 - 5,N/A,Category 3 - 5,N/A,N/A,P1,T0,AME Reference,Policy
