MODEL,SCENARIO,CLIMATE_METRIC,CLIMATE_VALUE,CLIMATE,BUDGET_2100,BUDGET_2050,OVERSHOOT,NEGATIVE_EMISSION,POLICY,TECHNOLOGY,BASELINE,Baseline Scenario
POLES AMPERE,AMPERE2-450-LimSW-LST,Carbon Budget 2100,1114037.035625,Category 2,Category 2,N/A,N/A,N1,P3,T2,AMPERE2-Base-LimSW-OPT,Policy
POLES AMPERE,AMPERE2-450-LimSW-OPT,Carbon Budget 2100,1090169.7429688,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,AMPERE2-Base-LimSW-OPT,Policy
POLES AMPERE,AMPERE2-450-LowEI-HST,Carbon Budget 2100,1113785.7940625,Category 2,Category 2,N/A,N/A,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
POLES AMPERE,AMPERE2-450-LowEI-LST,Carbon Budget 2100,1108736.8326563,Category 2,Category 2,N/A,N/A,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
POLES AMPERE,AMPERE2-450-LowEI-OPT,Carbon Budget 2100,1092860.039375,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
POLES AMPERE,AMPERE2-450-NucOff-HST,Carbon Budget 2100,1119410.88125,Category 2,Category 2,N/A,N/A,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
POLES AMPERE,AMPERE2-450-NucOff-LST,Carbon Budget 2100,1108661.5988281,Category 2,Category 2,N/A,N/A,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
POLES AMPERE,AMPERE2-450-NucOff-OPT,Carbon Budget 2100,1110624.636875,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
POLES AMPERE,AMPERE2-550-Conv-OPT,Carbon Budget 2100,2085364.03,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,AMPERE2-Base-Conv-OPT,Policy
POLES AMPERE,AMPERE2-550-EERE-OPT,Carbon Budget 2100,2097920.165,Category 4,Category 4,Category 3 - 4,N/A,N1,P1,T3,AMPERE2-Base-EERE-OPT,Policy
POLES AMPERE,AMPERE2-550-FullTech-HST,Carbon Budget 2100,2086985.2775,Category 4,Category 4,N/A,N/A,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
POLES AMPERE,AMPERE2-550-FullTech-LST,Carbon Budget 2100,2087445.9525,Category 4,Category 4,N/A,N/A,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
POLES AMPERE,AMPERE2-550-FullTech-OPT,Carbon Budget 2100,2085974.91,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,AMPERE2-Base-FullTech-OPT,Policy
POLES AMPERE,AMPERE2-550-LimBio-OPT,Carbon Budget 2100,2086603.09,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,AMPERE2-Base-LimBio-OPT,Policy
POLES AMPERE,AMPERE2-550-LimSW-OPT,Carbon Budget 2100,2075352.0075,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,AMPERE2-Base-LimSW-OPT,Policy
POLES AMPERE,AMPERE2-550-LowEI-OPT,Carbon Budget 2100,2095880.58,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
POLES AMPERE,AMPERE2-550-NoCCS-OPT,Carbon Budget 2100,2099520.935,Category 4,Category 4,Category 3 - 4,N/A,N1,P1,T3,AMPERE2-Base-FullTech-OPT,Policy
POLES AMPERE,AMPERE2-550-NucOff-OPT,Carbon Budget 2100,2085054.4,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
POLES AMPERE,AMPERE3-450,Carbon Budget 2100,1091080.6916406,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-450P-CE,Carbon Budget 2100,1334580.2596875,Category 2,Category 2,N/A,N/A,N1,P4,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-450P-EU,Carbon Budget 2100,1484766.3084375,Category 2,Category 2,N/A,N/A,N1,P4,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-550,Carbon Budget 2100,2074361.655,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-550P-EU,Carbon Budget 2100,2285403.225,Category 4,Category 4,N/A,N/A,N1,P4,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-Base-EUback,Carbon Budget 2100,5558645,Category 7,Category 7,Category 6,N/A,N1,P0,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-CF450,Carbon Budget 2100,1083885.6523438,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-CF450P-EU,Carbon Budget 2100,1606887.405,Category 3,Category 3,N/A,N/A,N1,P4,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-CF550,Carbon Budget 2100,2091485.7875,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-RefP-CEback,Carbon Budget 2100,3765841.16,Category 6,Category 6,Category 4 - 6,N/A,N1,P6,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-RefP-EUback,Carbon Budget 2100,4075099.38,Category 6,Category 6,Category 6,N/A,N1,P6,T0,AMPERE3-Base,Policy
POLES AMPERE,AMPERE3-RefPol,Carbon Budget 2100,4078078.82,Category 6,Category 6,Category 6,N/A,N1,P6,T0,AMPERE3-Base,Policy
POLES EMF27,EMF27-450-Conv,Carbon Budget 2100,954748.43515625,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-Conv,Policy
POLES EMF27,EMF27-450-EERE,Carbon Budget 2100,969745.1125,Category 2,Category 2,Category 1,N/A,N1,P1,T3,EMF27-Base-EERE,Policy
POLES EMF27,EMF27-450-FullTech,Carbon Budget 2100,922646.27960938,Category 1,Category 1,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-FullTech,Policy
POLES EMF27,EMF27-450-LimBio,Carbon Budget 2100,959060.34214844,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-LimBio,Policy
POLES EMF27,EMF27-450-LimSW,Carbon Budget 2100,906024.219375,Category 1,Category 1,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-LimSW,Policy
POLES EMF27,EMF27-450-LowEI,Carbon Budget 2100,933119.330625,Category 1,Category 1,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-LowEI,Policy
POLES EMF27,EMF27-450-NoCCS,Carbon Budget 2100,945305.4175,Category 1,Category 1,Category 1,N/A,N1,P1,T3,EMF27-Base-FullTech,Policy
POLES EMF27,EMF27-450-NucOff,Carbon Budget 2100,922040.155625,Category 1,Category 1,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-NucOff,Policy
POLES EMF27,EMF27-550-Conv,Carbon Budget 2100,1661629.535,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-Conv,Policy
POLES EMF27,EMF27-550-EERE,Carbon Budget 2100,1676325.8725,Category 3,Category 3,Category 2,N/A,N1,P1,T3,EMF27-Base-EERE,Policy
POLES EMF27,EMF27-550-FullTech,Carbon Budget 2100,1661461.145,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-FullTech,Policy
POLES EMF27,EMF27-550-LimBio,Carbon Budget 2100,1656525.0175,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-LimBio,Policy
POLES EMF27,EMF27-550-LimSW,Carbon Budget 2100,1650592.355,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-LimSW,Policy
POLES EMF27,EMF27-550-LowEI,Carbon Budget 2100,1664832.2875,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T0,EMF27-Base-LowEI,Policy
POLES EMF27,EMF27-550-NoCCS,Carbon Budget 2100,1674967.625,Category 3,Category 3,Category 2,N/A,N1,P1,T3,EMF27-Base-FullTech,Policy
POLES EMF27,EMF27-550-NucOff,Carbon Budget 2100,1659907.0375,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,EMF27-Base-NucOff,Policy
POLES EMF27,EMF27-G8-EERE,Carbon Budget 2100,1774258.49,Category 3,Category 3,N/A,N/A,N1,P7,T3,EMF27-Base-EERE,Policy
POLES EMF27,EMF27-G8-FullTech,Carbon Budget 2100,1987053.09,Category 4,Category 4,N/A,N/A,N1,P7,T0,EMF27-Base-FullTech,Policy
POLES-AME,AME CO2 price $10 (5% p.a.),Carbon Budget 2050,1476829,Category 4 - 6,N/A,Category 4 - 6,N/A,N/A,P1,T0,AME Reference,Policy
POLES-AME,AME CO2 price $30 (5% p.a.),Carbon Budget 2050,1212435.5,Category 2 - 4,N/A,Category 2 - 4,N/A,N/A,P1,T0,AME Reference,Policy
POLES-AME,AME CO2 price $50 (5% p.a.),Carbon Budget 2050,1071353,Category 1 - 2,N/A,Category 1 - 2,N/A,N/A,P1,T0,AME Reference,Policy
Phoenix 2012.4,AME 3.7 W/m2 NTE,Carbon Budget 2050,814807.30376761,Category 1,N/A,Category 1,N/A,N/A,P1,T1,AME Reference,Policy
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),Carbon Budget 2050,1248439.9188176,Category 3 - 4,N/A,Category 3 - 4,N/A,N/A,P1,T1,AME Reference,Policy
Phoenix 2012.4,AME CO2 price $30 (5% p.a.),Carbon Budget 2050,907556.55330466,Category 2,N/A,Category 2,N/A,N/A,P1,T1,AME Reference,Policy
Phoenix 2012.4,AME CO2 price $50 (5% p.a.),Carbon Budget 2050,745980.02380364,Category 1,N/A,Category 1,N/A,N/A,P1,T1,AME Reference,Policy
Phoenix 2012.4,EMF27-450-Conv,Carbon Budget 2050,891994.15401984,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-Conv,Policy
Phoenix 2012.4,EMF27-450-EERE,Carbon Budget 2050,898592.77190489,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-EERE,Policy
Phoenix 2012.4,EMF27-450-FullTech,Carbon Budget 2050,891763.09837685,Category 2,N/A,Category 2,N/A,N/A,P1,T1,EMF27-Base-FullTech,Policy
Phoenix 2012.4,EMF27-450-LimBio,Carbon Budget 2050,891763.09837685,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimBio,Policy
Phoenix 2012.4,EMF27-450-LimSW,Carbon Budget 2050,891994.15401984,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimSW,Policy
Phoenix 2012.4,EMF27-450-LimTech,Carbon Budget 2050,888600.24498007,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimTech,Policy
Phoenix 2012.4,EMF27-450-LowEI,Carbon Budget 2050,904175.36682625,Category 2,N/A,Category 2,N/A,N/A,P1,T1,EMF27-Base-LowEI,Policy
Phoenix 2012.4,EMF27-450-NoCCS,Carbon Budget 2050,904153.09714978,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-FullTech,Policy
Phoenix 2012.4,EMF27-450-NucOff,Carbon Budget 2050,894376.47342764,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-NucOff,Policy
Phoenix 2012.4,EMF27-550-Conv,Carbon Budget 2050,1104709.4113692,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-Conv,Policy
Phoenix 2012.4,EMF27-550-EERE,Carbon Budget 2050,1050321.8495889,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-EERE,Policy
Phoenix 2012.4,EMF27-550-FullTech,Carbon Budget 2050,1104269.7848515,Category 2,N/A,Category 2,N/A,N/A,P1,T1,EMF27-Base-FullTech,Policy
Phoenix 2012.4,EMF27-550-LimBio,Carbon Budget 2050,1104709.4113692,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimBio,Policy
Phoenix 2012.4,EMF27-550-LimSW,Carbon Budget 2050,1104709.4113692,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimSW,Policy
Phoenix 2012.4,EMF27-550-LimTech,Carbon Budget 2050,1077176.6018485,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-LimTech,Policy
Phoenix 2012.4,EMF27-550-LowEI,Carbon Budget 2050,1020282.2371525,Category 2,N/A,Category 2,N/A,N/A,P1,T1,EMF27-Base-LowEI,Policy
Phoenix 2012.4,EMF27-550-NoCCS,Carbon Budget 2050,1112066.9122785,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-FullTech,Policy
Phoenix 2012.4,EMF27-550-NucOff,Carbon Budget 2050,1064633.6473949,Category 2,N/A,Category 2,N/A,N/A,P1,T3,EMF27-Base-NucOff,Policy
REMIND 1.1,400ppm,Carbon Budget 2100,1163286.0396667,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,baseline,Policy
REMIND 1.1,400ppmbiomax,Carbon Budget 2100,1163286.0404,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,baselinebiomax,Policy
REMIND 1.1,400ppmbiomin,Carbon Budget 2100,1163286.04095,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,baselinebiomin,Policy
REMIND 1.1,400ppmccsmin,Carbon Budget 2100,1163286.0457167,Category 2,Category 2,Category 2,N/A,N1,P1,T3,baseline,Policy
REMIND 1.1,400ppmnonuke,Carbon Budget 2100,1163286.0438833,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T2,baseline,Policy
REMIND 1.1,450ppm,Carbon Budget 2100,1561082.71275,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T0,baseline,Policy
REMIND 1.1,550ppm,Carbon Budget 2100,2137317.7070667,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,baseline,Policy
REMIND 1.1,550ppmbiomax,Carbon Budget 2100,2137317.70615,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,baselinebiomax,Policy
REMIND 1.1,550ppmbiomin,Carbon Budget 2100,2137317.7076167,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T0,baselinebiomin,Policy
REMIND 1.1,550ppmnoccs,Carbon Budget 2100,2137317.70835,Category 4,Category 4,Category 3 - 4,N/A,N1,P1,T3,baseline,Policy
REMIND 1.1,550ppmnonuke,Carbon Budget 2100,2137317.7101833,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,baseline,Policy
REMIND 1.1,550ppmnorenew,Carbon Budget 2100,2137317.70835,Category 4,Category 4,Category 2 - 4,N/A,N1,P1,T2,baseline,Policy
REMIND 1.2,410CO2os-DEF,Carbon Budget 2100,1320414.3293,Category 2,Category 2,Category 1 - 2,N/A,N1,P1,T0,Baseline,Policy
REMIND 1.2,450CO2-EUonly,Carbon Budget 2100,1937207.80935,Category 3,Category 3,N/A,N/A,N1,P7,T0,Baseline,Policy
REMIND 1.2,450CO2-IC+CHN+IND,Carbon Budget 2100,1915225.8247833,Category 3,Category 3,N/A,N/A,N1,P7,T0,Baseline,Policy
REMIND 1.2,450CO2-IConly,Carbon Budget 2100,1922899.2913167,Category 3,Category 3,N/A,N/A,N1,P7,T0,Baseline,Policy
REMIND 1.2,450CO2-delay2020,Carbon Budget 2100,1944130.0739667,Category 3,Category 3,N/A,N/A,N1,P7,T0,Baseline,Policy
REMIND 1.2,450CO2-fixBIO,Carbon Budget 2100,1769375.377,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,Baseline,Policy
REMIND 1.2,450CO2-fixNUC,Carbon Budget 2100,1775428.3174833,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,Baseline,Policy
REMIND 1.2,450CO2-fixRET,Carbon Budget 2100,1767911.0879833,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T2,Baseline,Policy
REMIND 1.2,450CO2-noCCS,Carbon Budget 2100,1772848.5962,Category 3,Category 3,Category 2,N/A,N1,P1,T3,Baseline,Policy
REMIND 1.2,450CO2-noCCSfixNUC,Carbon Budget 2100,1771969.9613,Category 3,Category 3,Category 2,N/A,N1,P1,T3,Baseline,Policy
REMIND 1.2,450CO2nte-DEF,Carbon Budget 2100,1775417.7354833,Category 3,Category 3,Category 1 - 2,N/A,N1,P1,T0,Baseline,Policy
REMIND 1.2,450CO2os-DEF,Carbon Budget 2100,1907288.9405167,Category 3,Category 3,Category 2 - 4,N/A,N1,P1,T0,Baseline,Policy
REMIND 1.3,AME 2.6 W/m2 OS,Forcing Kyoto Gases (MAGICC6),3.0607066591627,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T0,AME Reference,Policy
REMIND 1.3,AME 3.7 W/m2 NTE,Forcing Kyoto Gases (MAGICC6),4.2142432782654,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,AME Reference,Policy
REMIND 1.3,AME CO2 price $10 (5% p.a.),Forcing Kyoto Gases (MAGICC6),4.4003960656121,Category 4,Category 4,Category 6,O1,N1,P1,T0,AME Reference,Policy
REMIND 1.3,AME CO2 price $30 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.2813056711875,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,AME Reference,Policy
REMIND 1.3,AME CO2 price $50 (5% p.a.),Forcing Kyoto Gases (MAGICC6),2.8874175175012,Category 1,Category 1,Category 1 - 2,O1,N1,P1,T0,AME Reference,Policy
REMIND 1.4,ROSE 450 DEF,Forcing (MAGICC6),2.9554775611058,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU DEF,Policy
REMIND 1.4,ROSE 450 FS Gr,Forcing (MAGICC6),2.9568865807997,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU FS Gr,Policy
REMIND 1.4,ROSE 450 FS Gr SL Con,Forcing (MAGICC6),2.9589361850329,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU FS Gr SL Con,Policy
REMIND 1.4,ROSE 450 HI Coal,Forcing (MAGICC6),2.9493158962603,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU HI Coal,Policy
REMIND 1.4,ROSE 450 HI Fos,Forcing (MAGICC6),2.9574515437288,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU HI Fos,Policy
REMIND 1.4,ROSE 450 HI Pop,Forcing (MAGICC6),2.9711945106182,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU HI Pop,Policy
REMIND 1.4,ROSE 450 LO Fos,Forcing (MAGICC6),2.9457239726767,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU LO Fos,Policy
REMIND 1.4,ROSE 450 LO Oil,Forcing (MAGICC6),2.9539214360347,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU LO Oil,Policy
REMIND 1.4,ROSE 450 SL Gr,Forcing (MAGICC6),2.9546704932478,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,ROSE BAU SL Gr,Policy
REMIND 1.4,ROSE 550 DEF,Forcing (MAGICC6),3.8677638118401,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU DEF,Policy
REMIND 1.4,ROSE 550 FS Gr,Forcing (MAGICC6),3.865238497714,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU FS Gr,Policy
REMIND 1.4,ROSE 550 FS Gr SL Con,Forcing (MAGICC6),3.8560842727694,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU FS Gr SL Con,Policy
REMIND 1.4,ROSE 550 HI Coal,Forcing (MAGICC6),3.8705085240663,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Coal,Policy
REMIND 1.4,ROSE 550 HI Fos,Forcing (MAGICC6),3.8639689847583,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Fos,Policy
REMIND 1.4,ROSE 550 HI Gas,Forcing (MAGICC6),3.8503225308512,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Gas,Policy
REMIND 1.4,ROSE 550 HI Pop,Forcing (MAGICC6),3.9020698180783,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Pop,Policy
REMIND 1.4,ROSE 550 LO Fos,Forcing (MAGICC6),3.8918872572734,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU LO Fos,Policy
REMIND 1.4,ROSE 550 LO Oil,Forcing (MAGICC6),3.835955262491,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU LO Oil,Policy
REMIND 1.4,ROSE 550 SL Gr,Forcing (MAGICC6),3.8719118584203,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU SL Gr,Policy
REMIND 1.4,ROSE WEAK-2020 DEF,Forcing (MAGICC6),2.9746503642155,Category 2,Category 2,Category 2 - 4,O2,N1,P2,T0,ROSE BAU DEF,Policy
REMIND 1.4,ROSE WEAK-2030 DEF,Forcing (MAGICC6),2.9952744810255,Category 2,Category 2,N/A,O2,N1,P3,T0,ROSE BAU DEF,Policy
REMIND 1.4,ROSE WEAK-POL DEF,Forcing (MAGICC6),6.0872002630325,Category 6,Category 6,Category 7,O1,N1,P6,T0,ROSE BAU DEF,Policy
REMIND 1.5,AMPERE2-450-Conv-HST,Forcing (MAGICC6),3.0884141387121,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-Conv-OPT,Policy
REMIND 1.5,AMPERE2-450-Conv-LST,Forcing (MAGICC6),3.0959060299652,Category 2,Category 2,N/A,O1,N1,P3,T2,AMPERE2-Base-Conv-OPT,Policy
REMIND 1.5,AMPERE2-450-Conv-OPT,Forcing (MAGICC6),3.1650379533389,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,AMPERE2-Base-Conv-OPT,Policy
REMIND 1.5,AMPERE2-450-EERE-OPT,Forcing (MAGICC6),3.1944521547463,Category 2,Category 2,Category 2,O1,N1,P1,T3,AMPERE2-Base-EERE-OPT,Policy
REMIND 1.5,AMPERE2-450-FullTech-HST,Forcing (MAGICC6),3.0833335948722,Category 2,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-450-FullTech-LST,Forcing (MAGICC6),3.0861489836607,Category 2,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-450-FullTech-OPT,Forcing (MAGICC6),3.1149546516672,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-450-LimBio-HST,Forcing (MAGICC6),3.088237536028,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-LimBio-OPT,Policy
REMIND 1.5,AMPERE2-450-LimBio-LST,Forcing (MAGICC6),3.0897643333209,Category 2,Category 2,N/A,O1,N1,P3,T2,AMPERE2-Base-LimBio-OPT,Policy
REMIND 1.5,AMPERE2-450-LimBio-OPT,Forcing (MAGICC6),3.1295010484189,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,AMPERE2-Base-LimBio-OPT,Policy
REMIND 1.5,AMPERE2-450-LimSW-HST,Forcing (MAGICC6),3.0968972265148,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-LimSW-OPT,Policy
REMIND 1.5,AMPERE2-450-LimSW-LST,Forcing (MAGICC6),3.1125456545057,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-LimSW-OPT,Policy
REMIND 1.5,AMPERE2-450-LimSW-OPT,Forcing (MAGICC6),3.1503005265997,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,AMPERE2-Base-LimSW-OPT,Policy
REMIND 1.5,AMPERE2-450-LowEI-HST,Forcing (MAGICC6),3.0888937464408,Category 2,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
REMIND 1.5,AMPERE2-450-LowEI-LST,Forcing (MAGICC6),3.0887847549756,Category 2,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
REMIND 1.5,AMPERE2-450-LowEI-OPT,Forcing (MAGICC6),3.1143098151971,Category 2,Category 2,Category 2 - 4,O2,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
REMIND 1.5,AMPERE2-450-NoCCS-OPT,Forcing (MAGICC6),3.1960124089527,Category 2,Category 2,Category 2,O1,N1,P1,T3,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-450-NucOff-HST,Forcing (MAGICC6),3.0827889692107,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
REMIND 1.5,AMPERE2-450-NucOff-LST,Forcing (MAGICC6),3.0858422011464,Category 2,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
REMIND 1.5,AMPERE2-450-NucOff-OPT,Forcing (MAGICC6),3.1137430180135,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
REMIND 1.5,AMPERE2-550-Conv-OPT,Forcing (MAGICC6),3.924049920036,Category 4,Category 4,Category 2 - 4,O1,N1,P1,T2,AMPERE2-Base-Conv-OPT,Policy
REMIND 1.5,AMPERE2-550-EERE-OPT,Forcing (MAGICC6),3.943965927076,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T3,AMPERE2-Base-EERE-OPT,Policy
REMIND 1.5,AMPERE2-550-FullTech-HST,Forcing (MAGICC6),3.8875286700065,Category 3,Category 4,N/A,O1,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-550-FullTech-LST,Forcing (MAGICC6),3.9046646493723,Category 4,Category 4,N/A,O1,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-550-FullTech-OPT,Forcing (MAGICC6),3.9094512093651,Category 4,Category 4,Category 4 - 6,O1,N1,P1,T0,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-550-LimBio-OPT,Forcing (MAGICC6),3.9049130922112,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,AMPERE2-Base-LimBio-OPT,Policy
REMIND 1.5,AMPERE2-550-LimSW-OPT,Forcing (MAGICC6),3.9307557898375,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,AMPERE2-Base-LimSW-OPT,Policy
REMIND 1.5,AMPERE2-550-LowEI-OPT,Forcing (MAGICC6),3.930155658944,Category 4,Category 4,Category 4 - 6,O1,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
REMIND 1.5,AMPERE2-550-NoCCS-OPT,Forcing (MAGICC6),3.9332360368623,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T3,AMPERE2-Base-FullTech-OPT,Policy
REMIND 1.5,AMPERE2-550-NucOff-OPT,Forcing (MAGICC6),3.9073553074315,Category 4,Category 4,Category 4 - 6,O1,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
REMIND 1.5,AMPERE3-450,Forcing (MAGICC6),3.0978501323158,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-450P-CE,Forcing (MAGICC6),3.3421058571359,Category 2,Category 2,N/A,O2,N1,P4,T0,AMPERE3-Base,Policy
